fx_timestamp,pair,fx_rate,entry_timestamp
2025-03-27 15:02:21,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:23,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:23,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:23,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:24,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:23,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:24,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:25,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:25,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:26,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:26,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:26,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:26,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:27,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:27,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:27,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:28,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:28,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:28,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:29,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:29,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:29,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:30,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:30,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:30,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:31,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:39,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:39,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:40,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:40,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:40,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:40,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:40,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:41,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:42,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:42,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:42,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:42,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:42,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:42,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:43,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:43,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:44,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:44,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:45,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:45,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:46,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:46,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:45,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:46,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:46,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:47,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:48,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:47,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:47,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:48,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:49,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:48,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:50,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:49,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:49,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:51,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:51,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:51,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:52,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:52,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:52,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:52,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:53,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:52,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:53,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:54,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:54,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:54,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:54,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:54,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:55,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:56,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:56,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:56,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:57,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:57,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:57,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:57,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:58,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:02:58,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:02:59,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:02:59,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:00,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:00,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:00,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:01,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:01,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:01,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:01,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:03,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:03,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:02,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:04,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:04,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:04,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:04,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:04,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:04,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:06,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:06,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:05,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:06,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:07,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:07,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:07,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:08,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:08,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:08,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:09,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:09,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:10,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:09,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:09,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:10,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:11,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:11,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:12,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:12,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:11,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:12,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:13,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:12,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:12,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:14,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:14,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:15,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:15,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:15,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:16,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:15,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:16,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:17,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:17,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:16,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:17,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:18,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:18,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:19,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:19,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:19,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:20,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:19,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:20,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:20,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:21,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:21,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:22,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:22,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:22,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:23,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:23,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:23,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:23,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:24,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:23,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:25,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:25,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:25,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:26,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:25,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:26,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:26,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:27,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:26,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:26,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:27,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:27,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:29,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:29,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:27,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:30,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:30,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:30,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:31,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:31,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:31,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:32,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:32,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:32,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:32,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:33,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:33,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:33,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:34,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:33,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:35,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:35,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:35,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:36,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:36,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:36,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:36,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:37,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:37,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:38,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:38,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:38,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:38,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:43,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:44,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:43,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:44,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:44,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:45,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:45,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:45,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:45,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:46,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:46,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:46,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:47,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:47,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:47,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:48,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:48,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:49,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:48,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:49,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:50,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:50,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:51,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:51,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:51,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:51,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:52,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:52,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:52,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:53,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:53,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:53,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:54,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:53,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:54,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:55,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:53,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:55,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:55,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:56,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:03:56,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:03:56,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:03:56,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:02,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:02,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:03,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:03,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:04,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:04,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:05,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:01,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:05,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:07,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:08,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:08,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:06,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:08,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:08,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:10,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:10,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:10,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:11,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:11,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:12,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:12,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:12,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:12,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:13,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:13,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:13,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:14,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:14,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:15,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:15,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:14,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:15,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:16,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:16,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:16,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:17,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:17,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:18,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:18,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:17,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:18,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:19,"EUR,USD",1.08,2025-03-27 15:01:37.356974
2025-03-27 15:04:19,"GBP,USD",1.29,2025-03-27 15:01:37.356974
2025-03-27 15:04:19,"USD,CHF",0.88,2025-03-27 15:01:37.356974
2025-03-27 15:04:20,"EUR,USD",1.08,2025-03-27 15:01:37.356974
